STATISTIC Label,Month,Consumer Item,UNIT,VALUE
National Average Price,2023 July,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2023 July,"Ladies' wash, cut and blow dry fee",Euro,50.509
National Average Price,2023 August,"White, self raising flour per 2 kg",Euro,2.465
National Average Price,2023 August,"Brown, wholemeal flour per 2 kg",Euro,3.078
National Average Price,2023 August,"Bread, white sliced pan, large (800g)",Euro,1.652
National Average Price,2023 August,"Bread, brown sliced pan, large (800g)",Euro,1.84
National Average Price,2023 August,Spaghetti per 500g,Euro,1.477
National Average Price,2023 August,Sirloin steak per kg,Euro,16.53
National Average Price,2023 August,Striploin steak per kg,Euro,22.317
National Average Price,2023 August,Roast beef - topside or rib per kg,Euro,12.733
National Average Price,2023 August,Sliced / diced beef pieces per kg,Euro,10.683
National Average Price,2023 August,Pork loin chops per kg,Euro,8.893
National Average Price,2023 August,Pork steak per kg,Euro,9.316
National Average Price,2023 August,Lamb - whole leg / half leg per kg,Euro,13.586
National Average Price,2023 August,Lamb loin chops per kg,Euro,21.748
National Average Price,2023 August,Lamb gigot chops per kg,Euro,
National Average Price,2023 August,Uncooked chicken medium size 1.6kg,Euro,5.849
National Average Price,2023 August,Lamb's liver per kg,Euro,5.865
National Average Price,2023 August,Ham fillet per kg,Euro,6.673
National Average Price,2023 August,Cooked ham per kg,Euro,20.765
National Average Price,2023 August,Best back rashers per kg,Euro,10.937
National Average Price,2023 August,Pork sausages per kg,Euro,7.049
National Average Price,2023 August,Fresh fillet of whiting per kg,Euro,
National Average Price,2023 August,Fresh fillet of cod per kg,Euro,21.188
National Average Price,2023 August,Fresh salmon per kg,Euro,24.483
National Average Price,2023 August,Fresh fillet of plaice per kg,Euro,
National Average Price,2023 August,Fresh hake per kg,Euro,13.08
National Average Price,2023 August,Smoked salmon per kg,Euro,37.736
National Average Price,2023 August,Full fat milk per 2 litre,Euro,2.186
National Average Price,2023 August,Low fat milk per 1 litre,Euro,1.241
National Average Price,2023 August,Irish cheddar per kg,Euro,10.61
National Average Price,2023 August,Large eggs per half dozen,Euro,2.218
National Average Price,2023 August,Medium eggs per half dozen,Euro,1.768
National Average Price,2023 August,Butter per lb,Euro,3.767
National Average Price,2023 August,Grapes per kg,Euro,5.284
National Average Price,2023 August,Bananas per kg,Euro,1.698
National Average Price,2023 August,Tomatoes per kg,Euro,3.692
National Average Price,2023 August,Onions per kg,Euro,1.626
National Average Price,2023 August,Broccoli per kg,Euro,3.165
National Average Price,2023 August,Carrots per kg,Euro,1.225
National Average Price,2023 August,Mushrooms per kg,Euro,4.064
National Average Price,2023 August,Tomatoes tinned per 400g,Euro,1.099
National Average Price,2023 August,Potatoes 2.5 kg,Euro,3.469
National Average Price,2023 August,Potatoes 7.5 kg,Euro,6.098
National Average Price,2023 August,Potatoes 10 kg,Euro,
National Average Price,2023 August,White granulated sugar per 1 kg,Euro,1.757
National Average Price,2023 August,Jam per lb,Euro,1.075
National Average Price,2023 August,Marmalade per lb,Euro,2.134
National Average Price,2023 August,Tea bags per 80,Euro,3.056
National Average Price,2023 August,Orange juice per litre,Euro,1.589
National Average Price,2023 August,Whiskey - take home (70cl bottle),Euro,26.905
National Average Price,2023 August,Brandy - take home (70cl bottle),Euro,44.692
National Average Price,2023 August,Vodka - take home (70cl bottle),Euro,24.991
National Average Price,2023 August,Cream liqueur - take home (70cl bottle),Euro,18.219
National Average Price,2023 August,Wine - take home (75cl bottle),Euro,
National Average Price,2023 August,Cider - take home (50cl can),Euro,2.581
National Average Price,2023 August,Sherry - take home (75cl bottle),Euro,
National Average Price,2023 August,Lager - take home (50cl can),Euro,2.342
National Average Price,2023 August,Stout - take home (50cl can),Euro,2.487
National Average Price,2023 August,Filtered cigarettes per 20 pk,Euro,15.589
National Average Price,2023 August,Stout - draught bar (1 pint),Euro,5.536
National Average Price,2023 August,Lager - draught bar (1 pint),Euro,5.986
National Average Price,2023 August,Lager - bar (33cl bottle),Euro,5.542
National Average Price,2023 August,Cider - draught bar (1 pint),Euro,6.075
National Average Price,2023 August,Ale - draught bar (1 pint),Euro,5.58
National Average Price,2023 August,Cider - bar (33cl bottle),Euro,5.539
National Average Price,2023 August,Flavoured alcoholic drink - bar (275ml bottle),Euro,6.262
National Average Price,2023 August,Whiskey - bar (single) per ½ glass,Euro,5.267
National Average Price,2023 August,Brandy - bar (single) per ½ glass,Euro,5.691
National Average Price,2023 August,Vodka - bar (single) per ½ glass,Euro,5.264
National Average Price,2023 August,Wine - bar (187ml bottle),Euro,
National Average Price,2023 August,Diesel per litre,Euro,1.64
National Average Price,2023 August,Petrol - unleaded per litre,Euro,1.705
National Average Price,2023 August,Cinema fee,Euro,11.036
National Average Price,2023 August,Nightclubs fee,Euro,16.47
National Average Price,2023 August,Gent's dry cut fee,Euro,18.577
National Average Price,2023 August,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2023 August,"Ladies' wash, cut and blow dry fee",Euro,50.488
National Average Price,2023 September,"White, self raising flour per 2 kg",Euro,2.539
National Average Price,2023 September,"Brown, wholemeal flour per 2 kg",Euro,3.074
National Average Price,2023 September,"Bread, white sliced pan, large (800g)",Euro,1.652
National Average Price,2023 September,"Bread, brown sliced pan, large (800g)",Euro,1.86
National Average Price,2023 September,Spaghetti per 500g,Euro,1.451
National Average Price,2023 September,Sirloin steak per kg,Euro,16.723
National Average Price,2023 September,Striploin steak per kg,Euro,22.475
National Average Price,2023 September,Roast beef - topside or rib per kg,Euro,12.406
National Average Price,2023 September,Sliced / diced beef pieces per kg,Euro,10.874
National Average Price,2023 September,Pork loin chops per kg,Euro,9.065
National Average Price,2023 September,Pork steak per kg,Euro,9.244
National Average Price,2023 September,Lamb - whole leg / half leg per kg,Euro,13.818
National Average Price,2023 September,Lamb loin chops per kg,Euro,21.799
National Average Price,2023 September,Lamb gigot chops per kg,Euro,
National Average Price,2023 September,Uncooked chicken medium size 1.6kg,Euro,5.814
National Average Price,2023 September,Lamb's liver per kg,Euro,5.968
National Average Price,2023 September,Ham fillet per kg,Euro,6.748
National Average Price,2023 September,Cooked ham per kg,Euro,20.737
National Average Price,2023 September,Best back rashers per kg,Euro,10.957
National Average Price,2023 September,Pork sausages per kg,Euro,7.082
National Average Price,2023 September,Fresh fillet of whiting per kg,Euro,
National Average Price,2023 September,Fresh fillet of cod per kg,Euro,20.646
National Average Price,2023 September,Fresh salmon per kg,Euro,24.351
National Average Price,2023 September,Fresh fillet of plaice per kg,Euro,
National Average Price,2023 September,Fresh hake per kg,Euro,13.01
National Average Price,2023 September,Smoked salmon per kg,Euro,37.926
National Average Price,2023 September,Full fat milk per 2 litre,Euro,2.185
National Average Price,2023 September,Low fat milk per 1 litre,Euro,1.241
National Average Price,2023 September,Irish cheddar per kg,Euro,10.566
National Average Price,2023 September,Large eggs per half dozen,Euro,2.212
National Average Price,2023 September,Medium eggs per half dozen,Euro,1.775
National Average Price,2023 September,Butter per lb,Euro,3.74
National Average Price,2023 September,Grapes per kg,Euro,5.246
National Average Price,2023 September,Bananas per kg,Euro,1.66
National Average Price,2023 September,Tomatoes per kg,Euro,3.667
National Average Price,2023 September,Onions per kg,Euro,1.61
National Average Price,2023 September,Broccoli per kg,Euro,3.224
National Average Price,2023 September,Carrots per kg,Euro,1.251
National Average Price,2023 September,Mushrooms per kg,Euro,4.064
National Average Price,2023 September,Tomatoes tinned per 400g,Euro,1.095
National Average Price,2023 September,Potatoes 2.5 kg,Euro,3.666
National Average Price,2023 September,Potatoes 7.5 kg,Euro,6.882
National Average Price,2023 September,Potatoes 10 kg,Euro,
National Average Price,2023 September,White granulated sugar per 1 kg,Euro,1.801
National Average Price,2023 September,Jam per lb,Euro,1.085
National Average Price,2023 September,Marmalade per lb,Euro,2.14
National Average Price,2023 September,Tea bags per 80,Euro,3.059
National Average Price,2023 September,Orange juice per litre,Euro,1.61
National Average Price,2023 September,Whiskey - take home (70cl bottle),Euro,27.602
National Average Price,2023 September,Brandy - take home (70cl bottle),Euro,45.063
National Average Price,2023 September,Vodka - take home (70cl bottle),Euro,25.468
National Average Price,2023 September,Cream liqueur - take home (70cl bottle),Euro,18.669
National Average Price,2023 September,Wine - take home (75cl bottle),Euro,
National Average Price,2023 September,Cider - take home (50cl can),Euro,2.598
National Average Price,2023 September,Sherry - take home (75cl bottle),Euro,
National Average Price,2023 September,Lager - take home (50cl can),Euro,2.353
National Average Price,2023 September,Stout - take home (50cl can),Euro,2.516
National Average Price,2023 September,Filtered cigarettes per 20 pk,Euro,15.591
National Average Price,2023 September,Stout - draught bar (1 pint),Euro,5.615
National Average Price,2023 September,Lager - draught bar (1 pint),Euro,6.05
National Average Price,2023 September,Lager - bar (33cl bottle),Euro,5.576
National Average Price,2023 September,Cider - draught bar (1 pint),Euro,6.125
National Average Price,2023 September,Ale - draught bar (1 pint),Euro,5.671
National Average Price,2023 September,Cider - bar (33cl bottle),Euro,5.582
National Average Price,2023 September,Flavoured alcoholic drink - bar (275ml bottle),Euro,6.327
National Average Price,2023 September,Whiskey - bar (single) per ½ glass,Euro,5.312
National Average Price,2023 September,Brandy - bar (single) per ½ glass,Euro,5.724
National Average Price,2023 September,Vodka - bar (single) per ½ glass,Euro,5.319
National Average Price,2023 September,Wine - bar (187ml bottle),Euro,
National Average Price,2023 September,Diesel per litre,Euro,1.81
National Average Price,2023 September,Petrol - unleaded per litre,Euro,1.827
National Average Price,2023 September,Cinema fee,Euro,10.593
National Average Price,2023 September,Nightclubs fee,Euro,16.47
National Average Price,2023 September,Gent's dry cut fee,Euro,18.899
National Average Price,2023 September,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2023 September,"Ladies' wash, cut and blow dry fee",Euro,51.951
National Average Price,2023 October,"White, self raising flour per 2 kg",Euro,2.545
National Average Price,2023 October,"Brown, wholemeal flour per 2 kg",Euro,3.081
National Average Price,2023 October,"Bread, white sliced pan, large (800g)",Euro,1.648
National Average Price,2023 October,"Bread, brown sliced pan, large (800g)",Euro,1.86
National Average Price,2023 October,Spaghetti per 500g,Euro,1.497
National Average Price,2023 October,Sirloin steak per kg,Euro,17.134
National Average Price,2023 October,Striploin steak per kg,Euro,22.105
National Average Price,2023 October,Roast beef - topside or rib per kg,Euro,12.423
National Average Price,2023 October,Sliced / diced beef pieces per kg,Euro,10.756
National Average Price,2023 October,Pork loin chops per kg,Euro,8.971
National Average Price,2023 October,Pork steak per kg,Euro,9.325
National Average Price,2023 October,Lamb - whole leg / half leg per kg,Euro,14.23
National Average Price,2023 October,Lamb loin chops per kg,Euro,21.856
National Average Price,2023 October,Lamb gigot chops per kg,Euro,
National Average Price,2023 October,Uncooked chicken medium size 1.6kg,Euro,5.811
National Average Price,2023 October,Lamb's liver per kg,Euro,6.023
National Average Price,2023 October,Ham fillet per kg,Euro,6.722
National Average Price,2023 October,Cooked ham per kg,Euro,20.541
National Average Price,2023 October,Best back rashers per kg,Euro,10.996
National Average Price,2023 October,Pork sausages per kg,Euro,7.062
National Average Price,2023 October,Fresh fillet of whiting per kg,Euro,
National Average Price,2023 October,Fresh fillet of cod per kg,Euro,20.783
National Average Price,2023 October,Fresh salmon per kg,Euro,24.471
National Average Price,2023 October,Fresh fillet of plaice per kg,Euro,
National Average Price,2023 October,Fresh hake per kg,Euro,13.227
National Average Price,2023 October,Smoked salmon per kg,Euro,37.344
National Average Price,2023 October,Full fat milk per 2 litre,Euro,2.179
National Average Price,2023 October,Low fat milk per 1 litre,Euro,1.244
National Average Price,2023 October,Irish cheddar per kg,Euro,10.391
National Average Price,2023 October,Large eggs per half dozen,Euro,2.212
National Average Price,2023 October,Medium eggs per half dozen,Euro,1.774
National Average Price,2023 October,Butter per lb,Euro,3.739
National Average Price,2023 October,Grapes per kg,Euro,5.273
National Average Price,2023 October,Bananas per kg,Euro,1.72
National Average Price,2023 October,Tomatoes per kg,Euro,3.7
National Average Price,2023 October,Onions per kg,Euro,1.631
National Average Price,2023 October,Broccoli per kg,Euro,3.131
National Average Price,2023 October,Carrots per kg,Euro,1.25
National Average Price,2023 October,Mushrooms per kg,Euro,4.017
National Average Price,2023 October,Tomatoes tinned per 400g,Euro,1.101
National Average Price,2023 October,Potatoes 2.5 kg,Euro,3.701
